expiration,gex_bn_per_pct
2026-05-29,0.27473787884953677
2026-06-01,9.848579581348224
2026-06-02,2.514090613887519
2026-06-03,1.9807316319574966
2026-06-04,1.4536067682839522
2026-06-05,4.898660957049208
2026-06-08,1.0385006783692032
2026-06-09,0.46794383322034405
2026-06-10,1.118222697547665
2026-06-11,0.4931503556085179
2026-06-12,2.7186041670866654
2026-06-15,0.5655810420059009
2026-06-16,0.2078805516307562
2026-06-17,0.2533063018019215
2026-06-18,18.710927400252753
2026-06-22,0.08916225539541392
2026-06-23,0.34785805298035505
2026-06-24,0.05053945086081072
2026-06-25,0.1109615592341947
2026-06-26,0.1426722492411085
2026-06-29,0.04722990974032107
2026-06-30,4.717808324569119
2026-07-01,-0.011991340830663024
2026-07-02,-0.04635081288019101
2026-07-06,0.0062685926431496715
2026-07-07,0.0
2026-07-09,0.04150141582169576
2026-07-10,-0.5132144486514864
2026-07-17,8.545746543173244
2026-07-24,-0.045121226422231306
2026-07-31,2.2829973085644397
2026-08-21,2.7161162655151867
2026-08-31,0.06377186961165734
2026-09-18,4.4371236140187005
2026-09-30,0.9713905389814964
2026-10-16,0.797869459400268
2026-10-30,-0.05282050611225932
2026-11-20,0.896109969952581
2026-12-18,3.743562157224977
2026-12-31,13.905197898208408
2027-01-15,0.7581779488788402
2027-02-19,0.3996902933413569
2027-03-19,0.9308946261043938
2027-03-31,0.07183887609285089
2027-04-16,0.33877405209234435
2027-05-21,0.4403126123029227
