expiration,gex_bn_per_pct
2026-05-29,0.27473787884953677
2026-06-01,10.07278375506806
2026-06-02,2.6577798575354445
2026-06-03,2.0481520408252494
2026-06-04,1.504427759969249
2026-06-05,4.995591440907995
2026-06-08,1.0484005730751125
2026-06-09,0.46862757522266746
2026-06-10,1.1229341970594733
2026-06-11,0.5039350929056691
2026-06-12,2.7329799863287927
2026-06-15,0.5642480323879259
2026-06-16,0.21031674162222777
2026-06-17,0.25823039336487225
2026-06-18,18.82300937705378
2026-06-22,0.09680407777432232
2026-06-23,0.34849582913378274
2026-06-24,0.05075204291195329
2026-06-25,0.11212794264992283
2026-06-26,0.14876272421978737
2026-06-29,0.0480687864826674
2026-06-30,4.72045136088062
2026-07-01,-0.012146475570685978
2026-07-02,-0.04604054340014511
2026-07-06,0.006475438963180274
2026-07-07,0.0
2026-07-09,0.04545447882672505
2026-07-10,-0.5132144486514864
2026-07-17,8.570683016199157
2026-07-24,-0.04458687342881891
2026-07-31,2.2830432744133353
2026-08-21,2.7193223834756615
2026-08-31,0.06553580906302944
2026-09-18,4.435641215391815
2026-09-30,0.9571066514371609
2026-10-16,0.805419350081385
2026-10-30,-0.0520390866810326
2026-11-20,0.9025566802602013
2026-12-18,3.743562157224977
2026-12-31,13.905146186628398
2027-01-15,0.7581779488788402
2027-02-19,0.3996902933413569
2027-03-19,0.9308946261043938
2027-03-31,0.07178141878173128
2027-04-16,0.3526729756521785
2027-05-21,0.4403126123029227
