expiration,gex_bn_per_pct
2026-05-29,54.61583693395069
2026-06-01,10.412029876433555
2026-06-02,3.0058282236003695
2026-06-03,2.196593818041081
2026-06-04,1.6506982747044625
2026-06-05,5.3514912341147705
2026-06-08,1.187303934686121
2026-06-09,0.48814988723181635
2026-06-10,1.1310622817988971
2026-06-11,0.5533867471023354
2026-06-12,2.8657139008592987
2026-06-15,0.5698616329224759
2026-06-16,0.22760582026020262
2026-06-17,0.27054194276662746
2026-06-18,19.227713042715138
2026-06-22,0.1141140832096003
2026-06-23,0.35855782454935914
2026-06-24,0.07094169966133362
2026-06-25,0.11165351089578424
2026-06-26,0.17377287750687812
2026-06-29,0.0529109484436979
2026-06-30,4.736100369690045
2026-07-01,-0.010683609062798517
2026-07-02,-0.033070783393419984
2026-07-06,0.007571878267808651
2026-07-07,0.0
2026-07-09,0.04560990600434208
2026-07-10,-0.493261193185809
2026-07-17,8.935110241700405
2026-07-24,-0.04431911397086481
2026-07-31,2.4213702682636176
2026-08-21,3.236620686693219
2026-08-31,0.07467001415088624
2026-09-18,4.626077636229413
2026-09-30,0.9519187874384437
2026-10-16,0.9420592107898739
2026-10-30,-0.051308983330721654
2026-11-20,0.9408721431162298
2026-12-18,3.797902010071733
2026-12-31,13.962324552190625
2027-01-15,0.7801512475550036
2027-02-19,0.41385443326921595
2027-03-19,0.9311739154718447
2027-03-31,0.07235350344794939
2027-04-16,0.35656977431922676
2027-05-21,0.4386215054115611
