expiration,strike,GEX
2026-07-02,760,1.6636006993082397
2026-07-02,761,0.21982437605783994
2026-07-02,762,2.16120626820048
2026-07-02,763,0.85769230034424
2026-07-10,749,-0.01280308378496
2026-07-10,750,0.15752365585424
2026-07-10,751,-0.06052886485835999
2026-07-10,752,-0.02932134813251998
2026-07-10,753,0.05807113002464
2026-07-10,754,-0.50549318300976
2026-07-10,755,0.19999102751596012
2026-07-10,756,0.025377541073759988
2026-07-10,757,1.4555505878026402
2026-07-10,758,0.0891643335024
2026-07-10,759,0.02766380603536
2026-07-10,760,0.2585194105329199
2026-07-10,761,0.013946216265760002
2026-07-10,762,1.11564014463676
2026-07-10,763,0.65381462239356
2026-07-17,749,-1.3772460128678405
2026-07-17,750,91.50569744957455
2026-07-17,751,0.2311413876177585
2026-07-17,752,0.3034445170283597
2026-07-17,753,3.7234111164617594
2026-07-17,754,-0.9326817910847207
2026-07-17,755,46.879005688247396
2026-07-17,756,1.8092357773621592
2026-07-17,757,2.3277606706530394
2026-07-17,758,3.2538122933491196
2026-07-17,759,2.4322429793981604
2026-07-17,760,43.33901017833
2026-07-17,761,2.4457319426715998
2026-07-17,762,2.4815691459446803
2026-07-17,763,4.47176279501748
2026-07-31,749,3.687230973444438
2026-07-31,750,35.988668326786
2026-07-31,751,5.44748352400432
2026-07-31,752,10.23069276341576
2026-07-31,753,9.48965713273716
2026-07-31,754,2.9487102342236
2026-07-31,755,141.77694877459595
2026-07-31,756,2.3762294878389603
2026-07-31,757,0.92147909277288
2026-07-31,758,1.6889210837579602
2026-07-31,759,0.39369482638752007
2026-07-31,760,15.76139633202232
2026-07-31,761,1.3148309794161597
2026-07-31,762,0.88769952796524
2026-07-31,763,1.05808342422848
2026-08-21,749,-0.20033396726019997
2026-08-21,750,-4.755145337007795
2026-08-21,751,0.3887222000960398
2026-08-21,752,3.9328329869443195
2026-08-21,753,-0.2942423005579199
2026-08-21,754,0.6468415142606799
2026-08-21,755,-5.528302990396882
2026-08-21,756,0.23102707436967998
2026-08-21,757,0.32459246792315993
2026-08-21,758,0.3727183453648398
2026-08-21,759,0.08379161084263996
2026-08-21,760,19.62518411712632
2026-08-21,761,1.24670028356048
2026-08-21,762,2.6878474021050405
2026-08-21,763,0.08253416511376004
2026-08-31,749,-0.07333194864332
2026-08-31,750,-10.050763710937838
2026-08-31,751,-0.01263161391284
2026-08-31,752,-0.017375613708159994
2026-08-31,753,-0.04755431120128
2026-08-31,754,-0.08070515314448
2026-08-31,755,-10.489669426941
2026-08-31,756,0.003143614322200001
2026-08-31,757,0.23571391754095997
2026-08-31,758,0.09962399570172
2026-08-31,759,0.0032579275702800006
2026-08-31,760,-1.2737925233554401
2026-08-31,761,-0.03652308276156001
2026-08-31,762,-0.0225768664958
2026-08-31,763,-0.02469166158528
2026-09-18,750,94.54763013760737
2026-09-18,755,30.959114037762173
2026-09-18,760,34.416575382565796
2026-09-30,750,4.70987729076812
2026-09-30,755,1.8507314864152005
2026-09-30,760,4.464160964020161
2026-10-16,750,-0.8182542297566398
2026-10-16,755,1.1507914684213598
2026-10-16,760,3.05553596455436
2026-10-30,750,2.82948151647616
2026-10-30,755,0.19610437708124
2026-10-30,760,8.207291115775721
2026-11-20,750,-0.6486133696059199
2026-11-20,755,-0.1854732450097999
2026-11-20,760,0.66438859784096
2026-11-30,749,0.00480115641936
2026-11-30,750,0.0651585514056
2026-11-30,751,0.00737320450116
2026-11-30,752,-0.00851633698196
2026-11-30,753,0.01966187866976
2026-11-30,754,0.02217677012752
2026-11-30,755,0.029492818004640004
2026-11-30,756,0.0025148914577600005
2026-11-30,757,-0.0061729153963199996
2026-11-30,758,0.1131701155992
2026-11-30,759,0.0
2026-11-30,760,-0.6044312992230001
2026-11-30,761,0.0
2026-11-30,762,0.0
2026-11-30,763,0.0
2026-12-18,750,43.44880805311084
2026-12-18,755,3.053592639337
2026-12-18,760,-3.7187242732904795
2026-12-31,750,5.549965350908039
2026-12-31,755,0.8918719615201598
2026-12-31,760,4.79561222682812
2027-01-15,750,3.0245570743246786
2027-01-15,755,9.50891891503864
2027-01-15,760,6.49407846680076
2027-03-19,750,1.7771137546516795
2027-03-19,755,3.3747557098177596
2027-03-19,760,7.9849518482601205
2027-03-31,750,-0.12568741626396007
2027-03-31,755,-0.25994832613391994
2027-03-31,760,0.36122986393279993
