strike,cumulative_gex_bn_per_pct
50.0,-0.0037679
55.0,-0.0042103999999999996
60.0,-0.0077380999999999995
65.0,-0.0091133
70.0,-0.011586699999999998
75.0,-0.012417199999999998
80.0,-0.014493099999999998
85.0,-0.014528999999999999
90.0,-0.014695499999999998
95.0,-0.015523799999999999
100.0,-0.0328828
105.0,-0.0332257
110.0,-0.0333389
115.0,-0.033616599999999996
120.0,-0.034241499999999994
125.0,-0.03449649999999999
130.0,-0.03575579999999999
135.0,-0.03755709999999999
140.0,-0.03890189999999999
145.0,-0.03995839999999999
150.0,-0.06476969999999999
155.0,-0.06583529999999999
160.0,-0.07116339999999999
165.0,-0.0761591
170.0,-0.07701859999999999
175.0,-0.0770535
180.0,-0.077662
185.0,-0.0790485
190.0,-0.0811388
195.0,-0.0811551
200.0,-0.18268210000000001
205.0,-0.19228720000000002
210.0,-0.19327760000000002
215.0,-0.19971400000000003
220.0,-0.21563890000000002
225.0,-0.2214888
230.0,-0.2461027
235.0,-0.2555823
240.0,-0.3955977
245.0,-0.4006921
250.0,-0.44265329999999997
255.0,-0.45170819999999995
260.0,-0.47433439999999993
265.0,-0.49702909999999995
270.0,-0.5362509
275.0,-0.5673093
280.0,-0.5870474
285.0,-0.6008447
290.0,-0.6845269
295.0,-0.6911399
300.0,-0.8538006
305.0,-0.871949
310.0,-0.8966438
315.0,-0.9231379
320.0,-0.9666509
325.0,-1.0309048
330.0,-1.1014518
335.0,-1.1367421
340.0,-1.3126304
345.0,-1.4216462
350.0,-1.7248192
355.0,-1.7823052
360.0,-2.0342156
365.0,-2.0935595
370.0,-2.2282325
375.0,-2.5233744
380.0,-2.7074811
385.0,-2.8371231999999997
390.0,-2.9712316
395.0,-3.1217637
400.0,-4.3502316
405.0,-4.4956818
410.0,-5.0358032999999995
415.0,-5.2075485
420.0,-5.4929654999999995
425.0,-5.8428021999999995
430.0,-6.073708399999999
435.0,-6.1644315999999995
440.0,-6.4203926
445.0,-6.590765299999999
450.0,-8.175353
455.0,-8.5193382
460.0,-10.0162102
465.0,-10.3032874
470.0,-12.439202400000001
475.0,-13.1015873
480.0,-15.2485994
485.0,-15.5770837
490.0,-17.1560324
495.0,-17.4443486
500.0,-20.8572932
501.0,-20.8591811
502.0,-20.8609368
503.0,-20.862544
504.0,-20.8695283
505.0,-22.490810699999997
506.0,-22.4920825
507.0,-22.4933472
508.0,-22.5065775
509.0,-22.520618499999998
510.0,-23.197761299999996
511.0,-23.198793599999995
512.0,-23.198814099999996
513.0,-23.201644299999995
514.0,-23.204191299999994
515.0,-23.864780099999994
516.0,-23.866512099999994
517.0,-23.873146099999992
518.0,-23.87636789999999
519.0,-23.88265079999999
520.0,-25.95590309999999
521.0,-25.95826879999999
522.0,-25.958575099999987
523.0,-25.960249499999986
524.0,-25.962505999999987
525.0,-27.348937699999986
526.0,-27.350363899999987
527.0,-27.352339099999988
528.0,-27.35248119999999
529.0,-27.35464699999999
530.0,-33.34806189999999
531.0,-33.35409869999999
532.0,-33.35570769999999
533.0,-33.35741009999999
534.0,-33.35819269999999
535.0,-35.37646139999999
536.0,-35.377052099999986
537.0,-35.37793219999999
538.0,-35.378330199999986
539.0,-35.38030109999999
540.0,-41.23186589999999
541.0,-41.23483429999999
542.0,-41.23616039999999
543.0,-41.23943329999999
544.0,-41.24030719999999
545.0,-42.49184669999999
546.0,-42.49569909999999
547.0,-42.49789949999999
548.0,-42.49870029999999
549.0,-42.50058499999999
550.0,-56.367227499999984
551.0,-56.367932199999984
552.0,-56.36854249999998
553.0,-56.369429899999986
554.0,-56.369150699999985
555.0,-60.823509999999985
556.0,-60.82607499999998
557.0,-60.82668099999998
558.0,-60.83033079999998
559.0,-60.83445879999998
560.0,-62.48801099999998
561.0,-62.49302419999998
562.0,-62.499281099999976
563.0,-62.50389379999998
564.0,-62.51839259999998
565.0,-66.74822249999998
566.0,-66.75000129999998
567.0,-66.75228809999997
568.0,-66.75546709999998
569.0,-66.76669969999998
570.0,-68.53296479999997
571.0,-68.55135789999997
572.0,-68.55871279999997
573.0,-68.56782159999997
574.0,-68.57355629999998
575.0,-72.78840589999997
576.0,-72.80021179999997
577.0,-72.81780949999997
578.0,-72.82058559999997
579.0,-72.82676169999998
580.0,-77.28435759999998
581.0,-77.28635089999997
582.0,-77.29310339999998
583.0,-77.30150859999998
584.0,-78.02641229999998
585.0,-81.39214609999998
586.0,-81.39842769999997
587.0,-81.40117929999997
588.0,-81.40846129999997
589.0,-81.63619979999997
590.0,-91.57077389999998
591.0,-91.57504099999998
592.0,-91.58359249999998
593.0,-91.59002979999998
594.0,-91.40006759999999
595.0,-94.45636109999998
596.0,-94.46188229999998
597.0,-94.50841139999999
598.0,-95.03430709999999
599.0,-94.8979296
600.0,-120.8398587
601.0,-120.7636131
602.0,-120.7754892
603.0,-120.82141689999999
604.0,-120.83094449999999
605.0,-128.62571839999998
606.0,-128.4466886
607.0,-128.43209119999997
608.0,-128.48511139999997
609.0,-128.50555349999996
610.0,-133.66810689999997
611.0,-133.57087689999997
612.0,-133.60667459999996
613.0,-133.62315419999996
614.0,-133.66174149999995
615.0,-146.54305319999995
616.0,-147.40972819999993
617.0,-147.46142029999993
618.0,-147.58192949999992
619.0,-147.8031622999999
620.0,-159.6160088999999
621.0,-159.7116729999999
622.0,-160.19492089999991
623.0,-160.2961990999999
624.0,-160.25807719999992
625.0,-175.64746349999993
626.0,-175.74166949999994
627.0,-175.87015119999995
628.0,-175.96576249999995
629.0,-175.89445379999995
630.0,-205.80217839999995
631.0,-205.93716669999995
632.0,-206.04134169999995
633.0,-206.11976489999995
634.0,-206.26462219999996
635.0,-211.67274879999997
636.0,-211.76307069999996
637.0,-211.82409379999996
638.0,-211.75834289999995
639.0,-211.77122899999995
640.0,-225.26849829999995
641.0,-224.74563929999994
642.0,-224.75771019999993
643.0,-224.79183569999992
644.0,-224.8030334999999
645.0,-236.03242519999992
646.0,-236.16778979999992
647.0,-236.09987719999992
648.0,-236.3173156999999
649.0,-236.4099626999999
650.0,-262.0101046999999
651.0,-262.1393391999999
652.0,-262.2388511999999
653.0,-262.5028681999999
654.0,-262.6167663999999
655.0,-275.5263501999999
656.0,-275.6961473999999
657.0,-275.9718299999999
658.0,-276.4272809999999
659.0,-276.80869509999985
660.0,-315.54584619999986
661.0,-315.86074739999987
662.0,-316.0928989999999
663.0,-316.2717236999999
664.0,-316.7768892999999
665.0,-343.9860818999999
666.0,-344.69293719999985
667.0,-344.92735359999983
668.0,-345.11510339999984
669.0,-345.45135889999983
670.0,-360.27622829999984
671.0,-360.4536621999998
672.0,-360.79308879999985
673.0,-361.41731869999984
674.0,-361.8330308999998
675.0,-372.5225007999998
676.0,-373.6695464999998
677.0,-374.0348549999998
678.0,-374.65783819999984
679.0,-375.4091718999998
680.0,-392.08156749999984
681.0,-398.13286109999984
682.0,-404.47193139999985
683.0,-406.51897019999984
684.0,-403.18229709999986
685.0,-415.6617565999999
686.0,-418.39685839999987
687.0,-419.5365455999999
688.0,-421.70103269999987
689.0,-422.1118350999999
690.0,-451.1805856999999
691.0,-452.7086050999999
692.0,-453.5267149999999
693.0,-456.90493889999993
694.0,-456.62710559999994
695.0,-466.7356158999999
696.0,-470.15974249999994
697.0,-471.27555939999996
698.0,-477.30248229999995
699.0,-478.3012942
700.0,-534.4960884999999
701.0,-536.6508084999999
702.0,-550.8528713999999
703.0,-557.5353656999999
704.0,-566.8401048999999
705.0,-583.283561
706.0,-588.4328187
707.0,-591.4024453
708.0,-595.5310830999999
709.0,-608.0915452999999
710.0,-659.8207459999999
711.0,-661.0785480999999
712.0,-667.7077355999999
713.0,-672.9567691999998
714.0,-681.5237153999998
715.0,-717.3087192999998
716.0,-726.1628579999998
717.0,-738.1578259999998
718.0,-751.4933567999998
719.0,-758.0201504999998
720.0,-785.5810676999998
721.0,-791.8749933999999
722.0,-807.5901300999999
723.0,-814.6965201999999
724.0,-816.7711795999999
725.0,-844.9553372999999
726.0,-848.4271614999999
727.0,-862.8427671999999
728.0,-868.0870530999999
729.0,-882.1110305
730.0,-958.387494
731.0,-966.647176
732.0,-972.9882085999999
733.0,-980.5038421999999
734.0,-981.5441290999999
735.0,-1059.5481287999999
736.0,-1067.9416453999997
737.0,-1079.2860245999998
737.5,-1079.5098894999999
738.0,-1094.7893029999998
739.0,-1111.3580743999999
740.0,-1272.4749164
741.0,-1277.4320667
742.0,-1296.8361975999999
742.5,-1297.1878574
743.0,-1320.0746864
744.0,-1333.7154758
745.0,-1425.5951794
746.0,-1446.427058
747.0,-1479.839177
747.5,-1479.9726535
748.0,-1519.1859978
749.0,-1561.369087
750.0,-1649.5807647
751.0,-1673.9226085
752.0,-1722.3856985
752.5,-1722.4110513
753.0,-1797.0022089000001
754.0,-1858.8878485000002
755.0,-1864.0937612000002
756.0,-1912.2567684000003
757.0,-1977.1747505000003
757.5,-1976.9911637000002
758.0,-1980.8357350000003
759.0,-1972.8699264000004
760.0,-1805.6928262000004
761.0,-1751.2496003000003
762.0,-1685.9059437000003
762.5,-1685.7667837000004
763.0,-1592.9382819000004
764.0,-1544.9312193000005
765.0,-1412.3663865000005
766.0,-1385.6699018000006
767.0,-1362.6067639000007
768.0,-1343.2398692000006
769.0,-1326.1763487000005
770.0,-1245.7659993000004
771.0,-1228.4566455000004
772.0,-1216.3797523000003
773.0,-1206.8089925000004
774.0,-1197.4815106000003
775.0,-1092.5059723000004
776.0,-1083.5058082000005
777.0,-1072.7348250000005
778.0,-1067.0713368000004
779.0,-1061.1114554000003
780.0,-993.3072403000003
781.0,-987.7276716000003
782.0,-984.0490840000003
783.0,-979.9400245000004
784.0,-975.6088769000004
785.0,-949.9525744000003
786.0,-947.0750230000003
787.0,-943.7674847000003
788.0,-940.5256783000003
789.0,-938.1301468000004
790.0,-899.9887652000003
791.0,-898.0739830000003
792.0,-895.7726723000003
793.0,-893.6620535000003
794.0,-891.2101783000003
795.0,-870.6454510000003
796.0,-869.6061436000003
797.0,-857.6576478000003
798.0,-856.8626533000003
799.0,-856.1256698000003
800.0,-752.3880397000003
805.0,-733.3565439000002
810.0,-719.1806692000002
815.0,-705.4846750000003
820.0,-684.5193192000003
825.0,-635.0095091000003
830.0,-623.6688440000003
835.0,-617.1143420000003
840.0,-609.2500111000003
845.0,-603.5453868000003
850.0,-583.3715970000003
855.0,-578.3716411000003
860.0,-570.8539066000003
865.0,-567.4877513000004
870.0,-562.3677687000004
875.0,-553.1110831000004
880.0,-546.3614757000005
885.0,-541.5741181000005
890.0,-537.1169369000005
895.0,-532.8898298000005
900.0,-522.1761027000005
905.0,-519.9576103000005
910.0,-517.7830789000005
915.0,-516.3748626000005
920.0,-515.5599040000005
925.0,-514.6627479000006
930.0,-513.8373599000006
935.0,-513.2351834000006
940.0,-512.7921785000005
945.0,-512.5370814000006
950.0,-511.8310892000006
955.0,-511.33150650000056
960.0,-510.60925640000056
965.0,-510.3119168000006
970.0,-509.4131896000006
975.0,-508.9785200000006
980.0,-508.0930768000006
985.0,-507.11355610000055
990.0,-506.29420480000056
995.0,-505.55564880000054
1000.0,-500.7142094000005
1005.0,-500.1892980000005
1010.0,-498.9876557000005
1015.0,-498.8012278000005
1020.0,-498.4161144000005
1025.0,-498.22526110000047
1030.0,-498.05845610000046
1035.0,-498.03006710000045
1040.0,-497.90349470000046
1045.0,-497.86566960000044
1050.0,-497.4912082000005
1055.0,-497.37289030000045
1060.0,-497.1246492000005
1065.0,-497.1239417000005
1070.0,-496.9059148000005
1075.0,-496.5515491000005
1080.0,-496.2259776000005
1085.0,-496.12168120000047
1090.0,-495.63885970000047
1095.0,-494.9252842000005
1100.0,-493.27965960000046
1105.0,-493.17699910000044
1110.0,-491.6364300000004
1115.0,-491.2406358000004
1120.0,-490.0002739000004
1125.0,-489.99790920000044
1130.0,-488.85556460000043
1135.0,
1140.0,-488.34277230000043
1150.0,-487.68059350000044
1160.0,-487.08567700000043
1170.0,-487.02149310000044
1180.0,-486.97760350000044
1190.0,-486.95961320000043
1200.0,-486.77245270000043
1210.0,-486.7570235000004
1220.0,-486.6591315000004
1230.0,-486.6139098000004
1240.0,-486.5870207000004
1250.0,-486.4222517000004
1260.0,-486.3915352000004
1270.0,-486.3748225000004
1280.0,-486.3465585000004
1290.0,-486.29915600000044
1300.0,-486.22545560000043
1310.0,-486.20084590000044
1320.0,-486.16174450000045
1330.0,-486.12421930000045
1340.0,-485.99937070000044
1350.0,-485.80879530000044
1360.0,-485.7675161000004
1370.0,-485.7670261000004
1380.0,-485.7664600000004
1390.0,-485.7664537000004
1400.0,-485.7642264000004
1410.0,-485.7642133000004
1420.0,-485.7638790000004
1430.0,-485.7638015000004
1440.0,-485.7519258000004
1450.0,-485.7512941000004
1460.0,-485.75122750000037
1470.0,-485.7442807000004
1480.0,-485.7138681000004
