strike,gex_bn_per_pct
50.0,-0.0037679
55.0,-0.0004425
60.0,-0.0035277
65.0,-0.0013752
70.0,-0.0024733999999999997
75.0,-0.0008305
80.0,-0.0020759
85.0,-3.5900000000000005e-05
90.0,-0.0001665
95.0,-0.0008283
100.0,-0.017359
105.0,-0.0003429
110.0,-0.0001132
115.0,-0.00027770000000000003
120.0,-0.0006249000000000001
125.0,-0.000255
130.0,-0.0012593
135.0,-0.0018012999999999998
140.0,-0.0013448
145.0,-0.0010565
150.0,-0.0248113
155.0,-0.0010656
160.0,-0.0053281
165.0,-0.0049957000000000005
170.0,-0.0008595
175.0,-3.489999999999998e-05
180.0,-0.0006084999999999999
185.0,-0.0013865
190.0,-0.0020903
195.0,-1.629999999999991e-05
200.0,-0.101527
205.0,-0.0096051
210.0,-0.0009904000000000002
215.0,-0.0064364
220.0,-0.015924900000000002
225.0,-0.0058499
230.0,-0.0246139
235.0,-0.009479600000000001
240.0,-0.1400154
245.0,-0.0050944
250.0,-0.0419612
255.0,-0.009054900000000001
260.0,-0.0226262
265.0,-0.022694699999999998
270.0,-0.0392218
275.0,-0.031058399999999996
280.0,-0.0197381
285.0,-0.013797299999999998
290.0,-0.0836822
295.0,-0.006612999999999999
300.0,-0.1626607
305.0,-0.018148400000000002
310.0,-0.0246948
315.0,-0.0264941
320.0,-0.043513
325.0,-0.06425389999999999
330.0,-0.070547
335.0,-0.0352903
340.0,-0.1758883
345.0,-0.1090158
350.0,-0.30317299999999997
355.0,-0.057486
360.0,-0.25191040000000003
365.0,-0.0593439
370.0,-0.13467300000000001
375.0,-0.2951419
380.0,-0.18410669999999998
385.0,-0.12964209999999998
390.0,-0.13410840000000002
395.0,-0.1505321
400.0,-1.2284678999999998
405.0,-0.1454502
410.0,-0.5401214999999999
415.0,-0.17174520000000001
420.0,-0.285417
425.0,-0.34983669999999994
430.0,-0.23090620000000006
435.0,-0.0907232
440.0,-0.255961
445.0,-0.17037270000000002
450.0,-1.5845877
455.0,-0.34398520000000005
460.0,-1.496872
465.0,-0.2870772
470.0,-2.1359150000000002
475.0,-0.6623848999999999
480.0,-2.1470121
485.0,-0.32848429999999995
490.0,-1.5789487000000002
495.0,-0.2883162
500.0,-3.4129446
501.0,-0.0018878999999999999
502.0,-0.0017557
503.0,-0.0016072
504.0,-0.006984300000000001
505.0,-1.6212824000000001
506.0,-0.0012718
507.0,-0.0012647
508.0,-0.0132303
509.0,-0.014041
510.0,-0.6771427999999999
511.0,-0.0010323
512.0,-2.05e-05
513.0,-0.0028302
514.0,-0.0025470000000000002
515.0,-0.6605888
516.0,-0.001732
517.0,-0.006634
518.0,-0.0032218
519.0,-0.0062829
520.0,-2.0732522999999996
521.0,-0.0023657
522.0,-0.0003063
523.0,-0.0016744
524.0,-0.0022565
525.0,-1.3864317
526.0,-0.0014262
527.0,-0.0019752
528.0,-0.0001421
529.0,-0.0021658
530.0,-5.9934149
531.0,-0.0060368
532.0,-0.001609
533.0,-0.0017024
534.0,-0.0007825999999999999
535.0,-2.0182686999999997
536.0,-0.0005907
537.0,-0.0008801
538.0,-0.000398
539.0,-0.0019709000000000003
540.0,-5.8515648
541.0,-0.0029684
542.0,-0.0013261
543.0,-0.0032729
544.0,-0.0008739
545.0,-1.2515395
546.0,-0.0038523999999999997
547.0,-0.0022004
548.0,-0.0008008
549.0,-0.0018847
550.0,-13.8666425
551.0,-0.0007046999999999999
552.0,-0.0006103
553.0,-0.0008874
554.0,0.00027920000000000006
555.0,-4.4543593
556.0,-0.002565
557.0,-0.000606
558.0,-0.0036498
559.0,-0.004128000000000001
560.0,-1.6535521999999998
561.0,-0.0050132
562.0,-0.006256900000000001
563.0,-0.004612700000000001
564.0,-0.014498800000000001
565.0,-4.2298298999999995
566.0,-0.0017787999999999999
567.0,-0.0022868
568.0,-0.003179
569.0,-0.0112326
570.0,-1.7662651
571.0,-0.018393100000000003
572.0,-0.007354900000000001
573.0,-0.0091088
574.0,-0.0057347
575.0,-4.2148496
576.0,-0.011805900000000001
577.0,-0.0175977
578.0,-0.0027761
579.0,-0.0061761
580.0,-4.4575959
581.0,-0.0019933
582.0,-0.006752500000000001
583.0,-0.0084052
584.0,-0.7249036999999999
585.0,-3.3657338
586.0,-0.0062816
587.0,-0.0027516
588.0,-0.007282
589.0,-0.22773849999999998
590.0,-9.934574099999999
591.0,-0.0042671
592.0,-0.008551499999999998
593.0,-0.0064373
594.0,0.1899622
595.0,-3.0562934999999998
596.0,-0.0055211999999999995
597.0,-0.0465291
598.0,-0.5258957
599.0,0.13637749999999998
600.0,-25.9419291
601.0,0.0762456
602.0,-0.0118761
603.0,-0.0459277
604.0,-0.0095276
605.0,-7.7947739
606.0,0.1790298
607.0,0.014597400000000003
608.0,-0.053020199999999996
609.0,-0.0204421
610.0,-5.1625534
611.0,0.09723
612.0,-0.0357977
613.0,-0.016479599999999997
614.0,-0.038587300000000005
615.0,-12.8813117
616.0,-0.866675
617.0,-0.0516921
618.0,-0.12050920000000001
619.0,-0.2212328
620.0,-11.8128466
621.0,-0.0956641
622.0,-0.4832479
623.0,-0.1012782
624.0,0.0381219
625.0,-15.389386300000002
626.0,-0.09420600000000001
627.0,-0.12848169999999998
628.0,-0.09561129999999998
629.0,0.07130870000000003
630.0,-29.9077246
631.0,-0.13498829999999998
632.0,-0.104175
633.0,-0.0784232
634.0,-0.1448573
635.0,-5.4081266
636.0,-0.09032190000000001
637.0,-0.061023100000000025
638.0,0.0657509
639.0,-0.012886099999999984
640.0,-13.4972693
641.0,0.522859
642.0,-0.012070899999999996
643.0,-0.03412550000000003
644.0,-0.011197800000000036
645.0,-11.2293917
646.0,-0.1353646
647.0,0.06791260000000002
648.0,-0.21743850000000003
649.0,-0.092647
650.0,-25.600141999999998
651.0,-0.12923450000000003
652.0,-0.09951199999999999
653.0,-0.264017
654.0,-0.1138982
655.0,-12.9095838
656.0,-0.16979719999999998
657.0,-0.2756826
658.0,-0.45545099999999994
659.0,-0.3814141
660.0,-38.7371511
661.0,-0.31490120000000005
662.0,-0.23215160000000004
663.0,-0.17882469999999998
664.0,-0.5051656
665.0,-27.209192599999998
666.0,-0.7068553
667.0,-0.23441640000000002
668.0,-0.1877498
669.0,-0.33625549999999993
670.0,-14.824869399999999
671.0,-0.1774339
672.0,-0.3394266
673.0,-0.6242299
674.0,-0.4157122
675.0,-10.6894699
676.0,-1.1470457
677.0,-0.36530850000000004
678.0,-0.6229832000000001
679.0,-0.7513337
680.0,-16.6723956
681.0,-6.051293599999999
682.0,-6.3390703
683.0,-2.0470388
684.0,3.3366731
685.0,-12.4794595
686.0,-2.7351018
687.0,-1.1396872
688.0,-2.1644871
689.0,-0.41080239999999996
690.0,-29.0687506
691.0,-1.5280193999999998
692.0,-0.8181099
693.0,-3.3782239
694.0,0.27783329999999995
695.0,-10.1085103
696.0,-3.4241266
697.0,-1.1158169
698.0,-6.0269229
699.0,-0.9988119
700.0,-56.1947943
701.0,-2.15472
702.0,-14.2020629
703.0,-6.6824943
704.0,-9.3047392
705.0,-16.4434561
706.0,-5.1492577
707.0,-2.9696266
708.0,-4.128637800000001
709.0,-12.560462200000002
710.0,-51.72920069999999
711.0,-1.2578021
712.0,-6.6291875
713.0,-5.249033599999999
714.0,-8.5669462
715.0,-35.7850039
716.0,-8.8541387
717.0,-11.994968
718.0,-13.3355308
719.0,-6.5267937
720.0,-27.560917200000013
721.0,-6.2939257
722.0,-15.715136699999999
723.0,-7.1063901
724.0,-2.074659399999999
725.0,-28.184157699999993
726.0,-3.4718242000000004
727.0,-14.4156057
728.0,-5.2442858999999995
729.0,-14.0239774
730.0,-76.2764635
731.0,-8.259682000000002
732.0,-6.3410326
733.0,-7.515633599999998
734.0,-1.0402868999999981
735.0,-78.0039997
736.0,-8.393516599999998
737.0,-11.344379200000002
737.5,-0.2238649
738.0,-15.2794135
739.0,-16.568771400000003
740.0,-161.11684200000002
741.0,-4.9571503
742.0,-19.4041309
742.5,-0.3516598
743.0,-22.886829
744.0,-13.640789400000001
745.0,-91.8797036
746.0,-20.8318786
747.0,-33.412119000000004
747.5,-0.1334765
748.0,-39.2133443
749.0,-42.1830892
750.0,-88.21167769999997
751.0,-24.3418438
752.0,-48.46309000000001
752.5,-0.02535279999999998
753.0,-74.5911576
754.0,-61.885639600000005
755.0,-5.205912699999999
756.0,-48.16300719999998
757.0,-64.91798209999999
757.5,0.1835868
758.0,-3.8445712999999984
759.0,7.965808599999988
760.0,167.17710019999998
761.0,54.44322589999999
762.0,65.3436566
762.5,0.13916
763.0,92.8285018
764.0,48.0070626
765.0,132.5648328
766.0,26.6964847
767.0,23.0631379
768.0,19.3668947
769.0,17.063520500000003
770.0,80.4103494
771.0,17.3093538
772.0,12.076893199999999
773.0,9.5707598
774.0,9.327481899999999
775.0,104.97553830000001
776.0,9.0001641
777.0,10.7709832
778.0,5.6634882
779.0,5.9598813999999996
780.0,67.8042151
781.0,5.5795687
782.0,3.6785876
783.0,4.109059500000001
784.0,4.3311475999999995
785.0,25.6563025
786.0,2.8775514
787.0,3.3075382999999996
788.0,3.2418064
789.0,2.3955315
790.0,38.1413816
791.0,1.9147822000000003
792.0,2.3013106999999997
793.0,2.1106188
794.0,2.4518752
795.0,20.5647273
796.0,1.0393074
797.0,11.948495799999998
798.0,0.7949945
799.0,0.7369835
800.0,103.7376301
805.0,19.0314958
810.0,14.175874700000001
815.0,13.6959942
820.0,20.965355799999998
825.0,49.509810099999996
830.0,11.3406651
835.0,6.554501999999999
840.0,7.864330899999999
845.0,5.7046243
850.0,20.173789799999998
855.0,4.9999559
860.0,7.5177345
865.0,3.3661553
870.0,5.1199826
875.0,9.256685599999999
880.0,6.7496074
885.0,4.7873576
890.0,4.4571812
895.0,4.2271071000000005
900.0,10.7137271
905.0,2.2184924
910.0,2.1745314
915.0,1.4082163
920.0,0.8149586
925.0,0.8971561
930.0,0.825388
935.0,0.6021765
940.0,0.44300490000000003
945.0,0.2550971
950.0,0.7059922000000001
955.0,0.4995827
960.0,0.7222501
965.0,0.29733960000000004
970.0,0.8987272000000001
975.0,0.4346696
980.0,0.8854432000000001
985.0,0.9795207
990.0,0.8193513
995.0,0.738556
1000.0,4.8414394
1005.0,0.5249113999999999
1010.0,1.2016423
1015.0,0.1864279
1020.0,0.3851134
1025.0,0.1908533
1030.0,0.166805
1035.0,0.028389
1040.0,0.1265724
1045.0,0.0378251
1050.0,0.3744614
1055.0,0.11831789999999999
1060.0,0.2482411
1065.0,0.0007075
1070.0,0.21802690000000002
1075.0,0.3543657
1080.0,0.3255715
1085.0,0.10429640000000001
1090.0,0.4828215
1095.0,0.7135755
1100.0,1.6456246
1105.0,0.1026605
1110.0,1.5405691
1115.0,0.3957942
1120.0,1.2403619000000001
1125.0,0.0023647
1130.0,1.1423446
1135.0,
1140.0,0.5127923
1150.0,0.6621788000000001
1160.0,0.5949165000000001
1170.0,0.06418389999999999
1180.0,0.0438896
1190.0,0.0179903
1200.0,0.1871605
1210.0,0.0154292
1220.0,0.09789199999999999
1230.0,0.0452217
1240.0,0.0268891
1250.0,0.164769
1260.0,0.0307165
1270.0,0.0167127
1280.0,0.028264
1290.0,0.0474025
1300.0,0.0737004
1310.0,0.0246097
1320.0,0.0391014
1330.0,0.037525199999999995
1340.0,0.1248486
1350.0,0.1905754
1360.0,0.0412792
1370.0,0.00049
1380.0,0.0005661
1390.0,6.3e-06
1400.0,0.0022273
1410.0,1.31e-05
1420.0,0.0003343
1430.0,7.75e-05
1440.0,0.0118757
1450.0,0.0006317
1460.0,6.66e-05
1470.0,0.0069467999999999995
1480.0,0.0304126
