strike,cumulative_gex_bn_per_pct
200,0.0
400,0.0
600,0.0
800,0.0
1000,0.0
1200,0.0
1400,0.0
1600,0.0
1800,0.0
2000,0.0
2200,0.0
2300,0.0
2400,0.0
2500,0.0
2600,0.0
2700,0.0
2800,0.0
2900,0.0
3000,0.0
3100,0.0
3200,0.0
3300,0.0
3350,0.0
3400,0.0
3450,0.0
3500,0.0
3550,0.0
3600,0.0
3650,0.0
3700,0.0
3750,0.0
3800,0.0
3850,0.0
3875,0.0
3900,0.0
3925,0.0
3950,0.0
3975,0.0
4000,0.0
4025,0.0
4050,0.0
4075,0.0
4100,0.0
4125,0.0
4150,0.0
4175,0.0
4200,0.0
4225,0.0
4250,0.0
4275,0.0
4300,0.0
4325,0.0
4350,0.0
4375,0.0
4400,0.0
4425,0.0
4450,0.0
4475,0.0
4500,0.0
4525,0.0
4550,0.0
4575,0.0
4600,0.0
4625,0.0
4650,0.0
4675,0.0
4700,0.0
4725,0.0
4750,0.0
4775,0.0
4800,0.0
4825,0.0
4850,0.0
4875,0.0
4900,0.0
4925,0.0
4950,0.0
4975,0.0
5000,0.0
5005,0.0
5010,0.0
5015,0.0
5020,0.0
5025,0.0
5030,0.0
5035,0.0
5040,0.0
5045,0.0
5050,0.0
5055,0.0
5060,0.0
5065,0.0
5070,0.0
5075,0.0
5080,0.0
5085,0.0
5090,0.0
5095,0.0
5100,0.0
5105,0.0
5110,0.0
5115,0.0
5120,0.0
5125,0.0
5130,0.0
5135,0.0
5140,0.0
5145,0.0
5150,-0.0007182163889951498
5155,-0.0007182163889951498
5160,-0.0007182163889951498
5165,-0.0007182163889951498
5170,-0.0007182163889951498
5175,-0.0014077041224304938
5180,-0.0014077041224304938
5185,-0.0014077041224304938
5190,-0.0014077041224304938
5195,-0.0014077041224304938
5200,-0.05465914006808691
5205,-0.05465914006808691
5210,-0.05465914006808691
5215,-0.05465914006808691
5220,-0.05465914006808691
5225,-0.06418556225171859
5230,-0.06418556225171859
5235,-0.06418556225171859
5240,-0.06418556225171859
5245,-0.06418556225171859
5250,-0.08300283164339153
5255,-0.08300283164339153
5260,-0.08300283164339153
5265,-0.08300283164339153
5270,-0.08300283164339153
5275,-0.11389188210129494
5280,-0.11389188210129494
5290,-0.11389188210129494
5300,-0.19560192424449518
5310,-0.19560192424449518
5320,-0.19560192424449518
5325,-0.21361479128049354
5330,-0.21361479128049354
5340,-0.21361479128049354
5350,-0.2519215806039389
5360,-0.2519215806039389
5370,-0.2519215806039389
5375,-0.2630280788433599
5380,-0.2630280788433599
5390,-0.2630280788433599
5400,-0.41959925164430256
5410,-0.41959925164430256
5420,-0.41959925164430256
5425,-0.4269250588120531
5430,-0.4269250588120531
5440,-0.4269250588120531
5450,-0.4651111877821473
5460,-0.4651111877821473
5470,-0.4651111877821473
5475,-0.49810892155814046
5480,-0.49810892155814046
5490,-0.49810892155814046
5500,-0.8568608807267739
5510,-0.8568608807267739
5520,-0.8568608807267739
5525,-0.8670825363749529
5530,-0.8670825363749529
5540,-0.8670825363749529
5550,-0.8874224245112956
5560,-0.8874224245112956
5570,-0.8874224245112956
5575,-0.8994022738797347
5580,-0.8994022738797347
5590,-0.8994022738797347
5600,-1.1538807048284963
5605,-1.1539783822573997
5610,-1.1541105340729747
5615,-1.1541105340729747
5620,-1.1544437864774684
5625,-1.1840285559729566
5630,-1.1843962827641221
5635,-1.1844939601930256
5640,-1.1849880930686543
5645,-1.1849880930686543
5650,-1.2498171772049125
5655,-1.2498171772049125
5660,-1.249909108902704
5665,-1.249914854633816
5670,-1.2507020197961547
5675,-1.2807809221672717
5680,-1.2811084288406536
5685,-1.2811658861517732
5690,-1.2815738330607225
5695,-1.2817117306074095
5700,-1.558558292775036
5705,-1.558564038506148
5710,-1.5592305433151357
5715,-1.5592362890462477
5720,-1.5599085395863472
5725,-1.5850231302767297
5730,-1.5856551606990454
5735,-1.5856666521612695
5740,-1.5860860905324425
5745,-1.5860860905324425
5750,-1.7026152632141276
5755,-1.7026152632141276
5760,-1.7035518173853772
5765,-1.7035518173853772
5770,-1.7042125764632527
5775,-1.7437834266313295
5780,-1.7455646032760375
5785,-1.7455703490071495
5790,-1.74847194321869
5795,-1.748908618783199
5800,-2.0584311537845488
5805,-2.0584368995156606
5810,-2.0608098864649005
5815,-2.0608098864649005
5820,-2.061930304031733
5825,-2.0929572520363235
5830,-2.0979617838348417
5835,-2.0979675295659534
5840,-2.09971423182399
5845,-2.09971423182399
5850,-2.21107224650491
5855,-2.21107224650491
5860,-2.2129338633851856
5865,-2.2129396091162974
5870,-2.21373826574086
5875,-2.2434322041274757
5880,-2.2451731606544
5885,-2.2451731606544
5890,-2.2482988383793066
5895,-2.2482988383793066
5900,-2.537860703497703
5905,-2.537860703497703
5910,-2.5431065560029236
5915,-2.5431065560029236
5920,-2.5509782076263106
5925,-2.654993177946144
5930,-2.657078878339786
5935,-2.657078878339786
5940,-2.6616352431115713
5945,-2.6616352431115713
5950,-2.7526820983117086
5955,-2.7526820983117086
5960,-2.7555089980187937
5965,-2.7555089980187937
5970,-2.756842007636769
5975,-2.7952579658513415
5980,-2.7967288730160034
5985,-2.7967288730160034
5990,-2.7992225203185943
5995,-2.7992225203185943
6000,-3.217276170293779
6005,-3.2173221361426747
6010,-3.218735585996217
6015,-3.2189194493918
6020,-3.223188527607987
6025,-3.274147416839971
6030,-3.279180677294049
6035,-3.2792381346051687
6040,-3.2806803131142708
6045,-3.2808411935854056
6050,-3.461728300452168
6055,-3.4618029949566234
6060,-3.4669626614951645
6065,-3.4670028816129483
6070,-3.4724670719004234
6075,-3.5262183864528205
6080,-3.5324122845915147
6085,-3.5324927248270823
6090,-3.544685166246664
6095,-3.5447828436755673
6100,-3.840843130681592
6105,-3.8412510775905413
6110,-3.8465256587513217
6115,-3.8467095221469045
6120,-3.849783488291804
6125,-3.899248487434678
6130,-3.9045345600576824
6135,-3.905511334346716
6140,-3.9123659915632856
6145,-3.9126590238499954
6150,-4.338831391886382
6155,-4.3408021776577845
6160,-4.351345594248233
